run_index,timestamp,provider,domain,scenario,action,stage1_route,bureau_called,confidence,latency_ms,calls,input_tokens,output_tokens,model,resolved_model
2,2026-09-19T04:43:48.345Z,mock,triage,ambiguous-failure,needs_human,,,0.240,70,1,554,135,mock,mock
2,2026-09-19T04:43:48.440Z,mock,triage,bad-test-v2,fix_test,,,0.660,95,1,793,133,mock,mock
2,2026-09-19T04:43:48.527Z,mock,triage,bad-test,fix_test,,,0.660,87,1,613,133,mock,mock
2,2026-09-19T04:43:48.626Z,mock,triage,environment-drift,requeue_environment,,,0.730,99,1,530,134,mock,mock
2,2026-09-19T04:43:48.695Z,mock,triage,error-contract-regression-v2,file_regression_p1,,,0.780,68,1,743,135,mock,mock
2,2026-09-19T04:43:48.791Z,mock,triage,error-contract-regression,file_regression_p1,,,0.780,96,1,579,135,mock,mock
2,2026-09-19T04:43:48.855Z,mock,triage,infra-outage,restart_infra,,,0.810,64,1,546,133,mock,mock
2,2026-09-19T04:43:48.936Z,mock,triage,known-flake-v2,auto_retry,,,0.620,81,1,734,133,mock,mock
2,2026-09-19T04:43:49.030Z,mock,triage,known-flake,auto_retry,,,0.620,94,1,613,133,mock,mock
0,2026-09-19T04:43:49.962Z,mock,checkout,ambiguous-checkout,review,bureau_call,true,0.180,929,2,999,220,mock,mock
0,2026-09-19T04:43:50.424Z,mock,checkout,bopis-edge-v2,approve,bureau_call,true,0.720,460,2,1208,218,mock,mock
0,2026-09-19T04:43:51.323Z,mock,checkout,bopis-edge,approve,bureau_call,true,0.720,898,2,993,218,mock,mock
0,2026-09-19T04:43:52.211Z,mock,checkout,bureau-contradiction,review,bureau_call,true,0.350,887,2,1047,220,mock,mock
0,2026-09-19T04:43:52.279Z,mock,checkout,clean-repeat-buyer,approve,approve_fast_path,false,0.870,68,1,525,113,mock,mock
0,2026-09-19T04:43:52.344Z,mock,checkout,stolen-card-pattern,decline,decline_fast_path,false,0.790,65,1,520,115,mock,mock
0,2026-09-19T04:43:52.995Z,mock,checkout,thin-file-new-customer,step_up,bureau_call,true,0.550,650,2,1004,220,mock,mock
1,2026-09-19T04:43:53.547Z,mock,checkout,ambiguous-checkout,review,bureau_call,true,0.180,551,2,999,220,mock,mock
1,2026-09-19T04:43:54.056Z,mock,checkout,bopis-edge-v2,approve,bureau_call,true,0.720,509,2,1208,218,mock,mock
1,2026-09-19T04:43:54.772Z,mock,checkout,bopis-edge,approve,bureau_call,true,0.720,715,2,993,218,mock,mock
1,2026-09-19T04:43:55.463Z,mock,checkout,bureau-contradiction,review,bureau_call,true,0.350,691,2,1047,220,mock,mock
1,2026-09-19T04:43:55.541Z,mock,checkout,clean-repeat-buyer,approve,approve_fast_path,false,0.870,78,1,525,113,mock,mock
1,2026-09-19T04:43:55.639Z,mock,checkout,stolen-card-pattern,decline,decline_fast_path,false,0.790,98,1,520,115,mock,mock
1,2026-09-19T04:43:56.474Z,mock,checkout,thin-file-new-customer,step_up,bureau_call,true,0.550,834,2,1004,220,mock,mock
2,2026-09-19T04:43:57.234Z,mock,checkout,ambiguous-checkout,review,bureau_call,true,0.180,759,2,999,220,mock,mock
2,2026-09-19T04:43:58.160Z,mock,checkout,bopis-edge-v2,approve,bureau_call,true,0.720,925,2,1208,218,mock,mock
2,2026-09-19T04:43:58.838Z,mock,checkout,bopis-edge,approve,bureau_call,true,0.720,676,2,993,218,mock,mock
2,2026-09-19T04:43:59.569Z,mock,checkout,bureau-contradiction,review,bureau_call,true,0.350,729,2,1047,220,mock,mock
2,2026-09-19T04:43:59.634Z,mock,checkout,clean-repeat-buyer,approve,approve_fast_path,false,0.870,65,1,525,113,mock,mock
2,2026-09-19T04:43:59.705Z,mock,checkout,stolen-card-pattern,decline,decline_fast_path,false,0.790,71,1,520,115,mock,mock
2,2026-09-19T04:44:00.174Z,mock,checkout,thin-file-new-customer,step_up,bureau_call,true,0.550,467,2,1004,220,mock,mock
0,2026-09-19T04:44:00.253Z,mock,prreview,direct-ssrf-untrusted,reject,,,0.870,77,1,614,111,mock,mock
0,2026-09-19T04:44:00.804Z,mock,prreview,gray-zone-reachable-admin,approve,,,0.560,76,1,630,112,mock,mock
0,2026-09-19T04:44:01.263Z,mock,prreview,major-runtime-breaking-v2,approve,,,0.540,94,1,727,112,mock,mock
0,2026-09-19T04:44:01.820Z,mock,prreview,major-runtime-breaking,needs_human,,,0.540,60,1,608,112,mock,mock
0,2026-09-19T04:44:01.892Z,mock,prreview,minor-transitive-safe,approve,,,0.710,72,1,571,111,mock,mock
0,2026-09-19T04:44:01.971Z,mock,prreview,patch-lockfile-only,approve,,,0.860,79,1,548,111,mock,mock
0,2026-09-19T04:44:02.056Z,mock,prreview,unsound-lockfile-drift,reject,,,0.740,85,1,531,111,mock,mock
1,2026-09-19T04:44:02.117Z,mock,prreview,direct-ssrf-untrusted,reject,,,0.870,61,1,614,111,mock,mock
1,2026-09-19T04:44:02.432Z,mock,prreview,gray-zone-reachable-admin,approve,,,0.560,62,1,630,112,mock,mock
1,2026-09-19T04:44:02.769Z,mock,prreview,major-runtime-breaking-v2,approve,,,0.540,62,1,727,112,mock,mock
1,2026-09-19T04:44:03.115Z,mock,prreview,major-runtime-breaking,needs_human,,,0.540,92,1,608,112,mock,mock
1,2026-09-19T04:44:03.201Z,mock,prreview,minor-transitive-safe,approve,,,0.710,86,1,571,111,mock,mock
1,2026-09-19T04:44:03.280Z,mock,prreview,patch-lockfile-only,approve,,,0.860,79,1,548,111,mock,mock
1,2026-09-19T04:44:03.371Z,mock,prreview,unsound-lockfile-drift,reject,,,0.740,91,1,531,111,mock,mock
2,2026-09-19T04:44:03.465Z,mock,prreview,direct-ssrf-untrusted,reject,,,0.870,93,1,614,111,mock,mock
2,2026-09-19T04:44:03.741Z,mock,prreview,gray-zone-reachable-admin,approve,,,0.560,76,1,630,112,mock,mock
2,2026-09-19T04:44:04.179Z,mock,prreview,major-runtime-breaking-v2,approve,,,0.540,97,1,727,112,mock,mock
2,2026-09-19T04:44:04.492Z,mock,prreview,major-runtime-breaking,needs_human,,,0.540,68,1,608,112,mock,mock
2,2026-09-19T04:44:04.562Z,mock,prreview,minor-transitive-safe,approve,,,0.710,70,1,571,111,mock,mock
2,2026-09-19T04:44:04.632Z,mock,prreview,patch-lockfile-only,approve,,,0.860,70,1,548,111,mock,mock
2,2026-09-19T04:44:04.719Z,mock,prreview,unsound-lockfile-drift,reject,,,0.740,87,1,531,111,mock,mock
0,2026-09-19T04:44:05.546Z,real,triage,ambiguous-failure,needs_human,,,0.840,826,1,856,131,jev-latest,jev-1.13.0
0,2026-09-19T04:44:11.331Z,real,triage,bad-test-v2,needs_human,,,1.000,5784,1,1116,129,jev-latest,jev-1.13.0
0,2026-09-19T04:44:12.028Z,real,triage,bad-test,requeue_environment,,,0.830,697,1,932,128,jev-latest,jev-1.13.0
0,2026-09-19T04:44:12.744Z,real,triage,environment-drift,requeue_environment,,,0.900,716,1,860,128,jev-latest,jev-1.13.0
0,2026-09-19T04:44:13.445Z,real,triage,error-contract-regression-v2,file_regression_p1,,,0.960,701,1,1087,131,jev-latest,jev-1.13.0
0,2026-09-19T04:44:14.192Z,real,triage,error-contract-regression,file_regression_p2,,,0.720,747,1,914,131,jev-latest,jev-1.13.0
0,2026-09-19T04:44:15.007Z,real,triage,infra-outage,restart_infra,,,0.980,815,1,861,128,jev-latest,jev-1.13.0
0,2026-09-19T04:44:15.717Z,real,triage,known-flake-v2,fix_test,,,0.900,710,1,1164,129,jev-latest,jev-1.13.0
0,2026-09-19T04:44:16.536Z,real,triage,known-flake,fix_test,,,0.880,819,1,992,129,jev-latest,jev-1.13.0
1,2026-09-19T04:44:17.266Z,real,triage,ambiguous-failure,needs_human,,,0.890,729,1,856,131,jev-latest,jev-1.13.0
1,2026-09-19T04:44:17.974Z,real,triage,bad-test-v2,fix_test,,,1.000,708,1,1116,129,jev-latest,jev-1.13.0
1,2026-09-19T04:44:18.734Z,real,triage,bad-test,requeue_environment,,,0.790,760,1,932,128,jev-latest,jev-1.13.0
1,2026-09-19T04:44:19.497Z,real,triage,environment-drift,requeue_environment,,,0.890,763,1,860,128,jev-latest,jev-1.13.0
1,2026-09-19T04:44:20.193Z,real,triage,error-contract-regression-v2,file_regression_p1,,,0.970,696,1,1087,131,jev-latest,jev-1.13.0
1,2026-09-19T04:44:20.919Z,real,triage,error-contract-regression,file_regression_p2,,,0.700,725,1,914,131,jev-latest,jev-1.13.0
1,2026-09-19T04:44:21.644Z,real,triage,infra-outage,restart_infra,,,0.990,725,1,861,128,jev-latest,jev-1.13.0
1,2026-09-19T04:44:22.371Z,real,triage,known-flake-v2,fix_test,,,0.910,726,1,1164,129,jev-latest,jev-1.13.0
1,2026-09-19T04:44:23.063Z,real,triage,known-flake,fix_test,,,0.860,692,1,992,129,jev-latest,jev-1.13.0
2,2026-09-19T04:44:23.812Z,real,triage,ambiguous-failure,needs_human,,,0.870,749,1,856,131,jev-latest,jev-1.13.0
2,2026-09-19T04:44:24.544Z,real,triage,bad-test-v2,fix_test,,,1.000,731,1,1116,129,jev-latest,jev-1.13.0
2,2026-09-19T04:44:25.283Z,real,triage,bad-test,requeue_environment,,,0.790,739,1,932,128,jev-latest,jev-1.13.0
2,2026-09-19T04:44:26.089Z,real,triage,environment-drift,requeue_environment,,,0.880,806,1,860,128,jev-latest,jev-1.13.0
2,2026-09-19T04:44:26.803Z,real,triage,error-contract-regression-v2,file_regression_p1,,,0.970,714,1,1087,131,jev-latest,jev-1.13.0
2,2026-09-19T04:44:27.513Z,real,triage,error-contract-regression,file_regression_p2,,,0.740,710,1,914,131,jev-latest,jev-1.13.0
2,2026-09-19T04:44:28.275Z,real,triage,infra-outage,restart_infra,,,0.980,762,1,861,128,jev-latest,jev-1.13.0
2,2026-09-19T04:44:28.992Z,real,triage,known-flake-v2,fix_test,,,0.900,717,1,1164,129,jev-latest,jev-1.13.0
2,2026-09-19T04:44:29.727Z,real,triage,known-flake,fix_test,,,0.860,735,1,992,129,jev-latest,jev-1.13.0
0,2026-09-19T04:44:31.965Z,real,checkout,ambiguous-checkout,review,bureau_call,true,0.660,2237,2,1936,185,jev-latest,jev-1.13.0
0,2026-09-19T04:44:32.761Z,real,checkout,bopis-edge-v2,approve,approve_fast_path,false,0.730,796,1,988,96,jev-latest,jev-1.13.0
0,2026-09-19T04:44:33.796Z,real,checkout,bopis-edge,review,bureau_call,true,0.350,1034,2,1933,185,jev-latest,jev-1.13.0
0,2026-09-19T04:44:35.191Z,real,checkout,bureau-contradiction,review,bureau_call,true,0.580,1394,2,2050,185,jev-latest,jev-1.13.0
0,2026-09-19T04:44:35.492Z,real,checkout,clean-repeat-buyer,approve,approve_fast_path,false,1.000,300,1,904,96,jev-latest,jev-1.13.0
0,2026-09-19T04:44:35.859Z,real,checkout,stolen-card-pattern,decline,decline_fast_path,false,1.000,367,1,893,98,jev-latest,jev-1.13.0
0,2026-09-19T04:44:37.000Z,real,checkout,thin-file-new-customer,review,bureau_call,true,0.490,1140,2,1931,186,jev-latest,jev-1.13.0
1,2026-09-19T04:44:38.105Z,real,checkout,ambiguous-checkout,review,bureau_call,true,0.630,1103,2,1936,185,jev-latest,jev-1.13.0
1,2026-09-19T04:44:38.398Z,real,checkout,bopis-edge-v2,approve,approve_fast_path,false,0.690,293,1,988,96,jev-latest,jev-1.13.0
1,2026-09-19T04:44:39.414Z,real,checkout,bopis-edge,review,bureau_call,true,0.350,1014,2,1933,185,jev-latest,jev-1.13.0
1,2026-09-19T04:44:40.698Z,real,checkout,bureau-contradiction,review,bureau_call,true,0.480,1284,2,2051,185,jev-latest,jev-1.13.0
1,2026-09-19T04:44:41.026Z,real,checkout,clean-repeat-buyer,approve,approve_fast_path,false,1.000,327,1,904,96,jev-latest,jev-1.13.0
1,2026-09-19T04:44:41.363Z,real,checkout,stolen-card-pattern,decline,decline_fast_path,false,1.000,337,1,893,98,jev-latest,jev-1.13.0
1,2026-09-19T04:44:42.665Z,real,checkout,thin-file-new-customer,step_up,bureau_call,true,0.560,1302,2,1932,186,jev-latest,jev-1.13.0
2,2026-09-19T04:44:44.139Z,real,checkout,ambiguous-checkout,review,bureau_call,true,0.650,1474,2,1935,185,jev-latest,jev-1.13.0
2,2026-09-19T04:44:44.408Z,real,checkout,bopis-edge-v2,approve,approve_fast_path,false,0.650,269,1,988,96,jev-latest,jev-1.13.0
2,2026-09-19T04:44:45.539Z,real,checkout,bopis-edge,review,bureau_call,true,0.360,1131,2,1936,186,jev-latest,jev-1.13.0
2,2026-09-19T04:44:46.500Z,real,checkout,bureau-contradiction,review,bureau_call,true,0.490,960,2,2052,185,jev-latest,jev-1.13.0
2,2026-09-19T04:44:46.839Z,real,checkout,clean-repeat-buyer,approve,approve_fast_path,false,1.000,338,1,904,96,jev-latest,jev-1.13.0
2,2026-09-19T04:44:47.125Z,real,checkout,stolen-card-pattern,decline,decline_fast_path,false,1.000,286,1,893,98,jev-latest,jev-1.13.0
2,2026-09-19T04:44:48.472Z,real,checkout,thin-file-new-customer,step_up,bureau_call,true,0.580,1346,2,1932,186,jev-latest,jev-1.13.0
0,2026-09-19T04:44:48.804Z,real,prreview,direct-ssrf-untrusted,reject,,,1.000,332,1,1073,137,jev-latest,jev-1.13.0
0,2026-09-19T04:44:49.616Z,real,prreview,gray-zone-reachable-admin,approve,,,0.970,321,1,1106,138,jev-latest,jev-1.13.0
0,2026-09-19T04:44:49.901Z,real,prreview,major-runtime-breaking-v2,reject,,,0.750,285,1,1180,137,jev-latest,jev-1.13.0
0,2026-09-19T04:44:50.309Z,real,prreview,major-runtime-breaking,reject,,,0.630,408,1,1067,137,jev-latest,jev-1.13.0
0,2026-09-19T04:44:50.695Z,real,prreview,minor-transitive-safe,approve,,,1.000,386,1,1040,137,jev-latest,jev-1.13.0
0,2026-09-19T04:44:51.096Z,real,prreview,patch-lockfile-only,approve,,,0.950,401,1,985,137,jev-latest,jev-1.13.0
0,2026-09-19T04:44:51.388Z,real,prreview,unsound-lockfile-drift,needs_human,,,0.410,292,1,966,138,jev-latest,jev-1.13.0
1,2026-09-19T04:44:51.719Z,real,prreview,direct-ssrf-untrusted,reject,,,1.000,330,1,1073,137,jev-latest,jev-1.13.0
1,2026-09-19T04:44:52.271Z,real,prreview,gray-zone-reachable-admin,approve,,,0.970,305,1,1106,138,jev-latest,jev-1.13.0
1,2026-09-19T04:44:52.556Z,real,prreview,major-runtime-breaking-v2,reject,,,0.700,285,1,1180,137,jev-latest,jev-1.13.0
1,2026-09-19T04:44:52.920Z,real,prreview,major-runtime-breaking,reject,,,0.590,364,1,1067,137,jev-latest,jev-1.13.0
1,2026-09-19T04:44:53.207Z,real,prreview,minor-transitive-safe,approve,,,1.000,287,1,1040,137,jev-latest,jev-1.13.0
1,2026-09-19T04:44:53.473Z,real,prreview,patch-lockfile-only,approve,,,0.950,266,1,985,137,jev-latest,jev-1.13.0
1,2026-09-19T04:44:53.780Z,real,prreview,unsound-lockfile-drift,needs_human,,,0.410,307,1,966,138,jev-latest,jev-1.13.0
2,2026-09-19T04:44:54.098Z,real,prreview,direct-ssrf-untrusted,reject,,,1.000,318,1,1073,137,jev-latest,jev-1.13.0
2,2026-09-19T04:44:54.776Z,real,prreview,gray-zone-reachable-admin,approve,,,0.970,321,1,1106,138,jev-latest,jev-1.13.0
2,2026-09-19T04:44:55.079Z,real,prreview,major-runtime-breaking-v2,reject,,,0.780,302,1,1180,137,jev-latest,jev-1.13.0
2,2026-09-19T04:44:55.436Z,real,prreview,major-runtime-breaking,reject,,,0.580,356,1,1067,137,jev-latest,jev-1.13.0
2,2026-09-19T04:44:55.715Z,real,prreview,minor-transitive-safe,approve,,,1.000,279,1,1040,137,jev-latest,jev-1.13.0
2,2026-09-19T04:44:56.016Z,real,prreview,patch-lockfile-only,approve,,,0.940,301,1,985,137,jev-latest,jev-1.13.0
2,2026-09-19T04:44:56.303Z,real,prreview,unsound-lockfile-drift,reject,,,0.510,287,1,966,138,jev-latest,jev-1.13.0
